nctId,briefTitle,overallStatus,startDate,firstPosted,completionDate,studyType,phases,enrollment,leadSponsor,sponsorClass,conditions,nLocations,countries
NCT06290570,A Study of Artificial Intelligence ECG With ECG Devices to Detect Hypertrophic Cardiomyopathy Distinct From Athlete's,ACTIVE_NOT_RECRUITING,2024-05-07,2024-03-04,2026-12,OBSERVATIONAL,,183,Mayo Clinic,OTHER,Hypertrophic Cardiomyopathy,1,United States
NCT06511505,NOrthwestern Tempus AI-enaBLed Electrocardiography (NOTABLE) Trial,RECRUITING,2024-09-16,2024-07-22,2028-09,INTERVENTIONAL,NA,1000,Northwestern University,OTHER,Atrial Fibrillation | Cardiovascular Diseases | Arrhythmia | Valvular Disease,1,United States
NCT07707856,AI Prediction of Treatment Response in DME,COMPLETED,2025-05-15,2026-07-16,2025-06-30,OBSERVATIONAL,,1284,Benha University,OTHER,Diabetic Retinopathy | Diabetic Macular Edema (DME),1,Egypt
NCT03868813,An Artificial Intelligence Assisted Telehealth Intervention to Promote Self-Management in Patients With Type 2 Diabetes Mellitus (Qualitative Interview),COMPLETED,2019-07-01,2019-03-11,2021-07-01,OBSERVATIONAL,,20,University of Alabama at Birmingham,OTHER,Diabetes Mellitus,1,United States
NCT07006961,"Scalable, Clinician-Supervised Generative-AI Food-Chaining Assistant for Pediatric ARFID",NOT_YET_RECRUITING,2025-06-15,2025-06-05,2025-10-31,INTERVENTIONAL,NA,125,Boston Children's Hospital,OTHER,Avoidant Restrictive Food Intake Disorder,0,
NCT06883669,The Application of Artificial Intelligence in Wrist and Hand Joint Ultrasound,RECRUITING,2021-01-01,2025-03-19,2025-06-01,OBSERVATIONAL,,500,West China Hospital,OTHER,Education | Joint Diseases,1,China
NCT07485946,Predicting Periodontal Treatment Success Using Machine Learning in Periodontitis Patients,COMPLETED,2025-08-02,2026-03-20,2026-01-31,OBSERVATIONAL,,126,Akdeniz University,OTHER,Periodontitis,1,Turkey (Türkiye)
NCT05675670,Artificial Intelligence-enable Electrocardiogram for Diagnosis and Outcome in Hyperthyroidism,UNKNOWN,2023-03-01,2023-01-09,2024-12-31,INTERVENTIONAL,NA,35000,"National Defense Medical Center, Taiwan",OTHER,Hyperthyroidism,1,Taiwan
NCT07590154,Cross-sectional Functional Stratification Based on Psychometric Profiling and Machine Learning in Patients With Substance Use Disorders (SUD),COMPLETED,2024-03-25,2026-05-15,2026-04-22,OBSERVATIONAL,,155,Lauro Gutiérrez Castro,OTHER,Substance Abuse Disorder | Addiction | Clinical Stratification | Substance-related Disorders | Residential Treatment Program,1,Mexico
NCT06721351,Diabetic Retinopathy Screening Point-of-Care Artificial Intelligence,ACTIVE_NOT_RECRUITING,2024-07-27,2024-12-06,2026-04-30,INTERVENTIONAL,NA,548,Centro De Salud La Comunidad De San Ysidro Inc DBA: San Ysidro Health,OTHER,Diabetic Retinopathy (DR),3,United States
NCT07446920,"""Effect of Artificial Intelligence-Driven Mobile Application on Nurses' Knowledge and Attitudes Toward Atraumatic Care for Hospitalized Children""",COMPLETED,2025-12-29,2026-03-03,2026-02-02,INTERVENTIONAL,NA,97,University of Baghdad,OTHER,Pediatric Nursing Education,1,Iraq
NCT07806396,Effect of an AI-Supported Chatbot on Nursing Students' Clinical Decision-Making in Gynecological Oncology,COMPLETED,2026-06-20,2026-09-08,2026-09-01,INTERVENTIONAL,NA,110,Sakarya University,OTHER,Nursing Education | Clinical Decision-making | Gynecologic Cancers | Chatbot-Based Training,1,Turkey (Türkiye)
NCT07638761,Efficacy Evaluation of Intelligent Rehabilitation Programs Based on AI-Powered Digital Rehabilitation System for Subacromial Impingement Syndrome,NOT_YET_RECRUITING,2026-10-14,2026-06-10,2026-10-14,INTERVENTIONAL,NA,93,Peking University Third Hospital,OTHER,Articular | Range of Motion,1,China
NCT04061642,A Feasibility Study of an AI-Powered Clinical Decision Aid for Personalized Depression Treatment Selection,COMPLETED,2019-12-16,2019-08-20,2020-12-31,INTERVENTIONAL,NA,17,Aifred Health Inc.,INDUSTRY,Depression,1,Canada
NCT06158542,AI Prediction of Post-Induction Hypotension in Cesarean Sections With Spinal Anesthesia,COMPLETED,2023-02-28,2023-12-06,2023-12-30,OBSERVATIONAL,,370,Hacettepe University,OTHER,Spinal Anesthesia Induced Hypotension | Caeserian Section,1,Turkey (Türkiye)
NCT04690790,Pulmonary Nodule Localization Prospective Validation,UNKNOWN,2021-01-23,2020-12-31,2021-12-31,OBSERVATIONAL,,50,E-DA Hospital,OTHER,Video-assisted Thoracic Surgery | Pulmonary Nodules,1,Taiwan
NCT04532580,Clinical Validation of Boneview for FDA Submission,COMPLETED,2020-09-01,2020-08-31,2021-07-26,OBSERVATIONAL,,480,Gleamer,INDUSTRY,Fracture,1,United States
NCT06574906,Machine Learning Prediction of Parameters of Early Warning Scores in General Wards,ACTIVE_NOT_RECRUITING,2025-08-15,2024-08-28,2026-10-31,OBSERVATIONAL,,3000,Kepler University Hospital,OTHER,Patient Safety,1,Austria
NCT04583306,The Salivary Raman COVID-19 Fingerprint,UNKNOWN,2020-06-01,2020-10-12,2022-12-31,OBSERVATIONAL,,120,Fondazione Don Carlo Gnocchi ETS,OTHER,Covid19,5,Italy
NCT03458806,Phono- and Electrocardiogram Assisted Detection of Valvular Disease,COMPLETED,2018-02-22,2018-03-08,2019-11-11,OBSERVATIONAL,,156,"University of California, San Francisco",OTHER,Aortic Valve Stenosis | Mitral Regurgitation | Heart Murmurs | Valvular Heart Disease,1,United States
NCT07650006,AI-Based Hamstring Injury Risk Analysis and Effects of the FUNBALL Program,COMPLETED,2026-02-01,2026-06-16,2026-04-25,INTERVENTIONAL,NA,30,Yeditepe University,OTHER,Healthy | Healthy Adult Male,1,Turkey (Türkiye)
NCT04994093,Creating an Innovative AI-based Technology TCRact for Designing and Optimizing T-cell Receptors (TCR) for Use in Cancer Immunotherapies,COMPLETED,2021-10-06,2021-08-06,2023-12-28,OBSERVATIONAL,,118,Ardigen,INDUSTRY,Colon Cancer | Cancer,1,Poland
NCT07787806,Patient-reported Outcomes-driven Supportive Care Navigation Among Hispanic/Latinx Cancer Patients,NOT_YET_RECRUITING,2026-11-01,2026-08-26,2028-12-31,INTERVENTIONAL,NA,72,"University of California, Irvine",OTHER,Cancer,1,United States
NCT05080296,Evaluation of the Use of Machine Learning Techniques to Classify Neurodegenerative PARKinsonian Syndromes (Artificial Intelligence),COMPLETED,2021-12-20,2021-10-15,2024-09-01,OBSERVATIONAL,,1664,"Central Hospital, Nancy, France",OTHER,DaTSCAN SPECT Scans,1,France
NCT07798596,Comparing Advanced Technologies to Standard Testing for the Diagnosis of Airway Disease in Hospital and Community Settings,NOT_YET_RECRUITING,2026-09,2026-09-01,2029-09,OBSERVATIONAL,,300,University Hospital Southampton NHS Foundation Trust,OTHER,COPD (Chronic Obstructive Pulmonary Disease) | Airway Disease,2,United Kingdom
NCT06460441,Comparison of the SUNRISE© Device With Ventilatory Polygraphy for the Diagnosis of Obstructive Sleep Apnea Hypopnea Syndrome: Collection of Preliminary Data,COMPLETED,2024-06-19,2024-06-14,2025-02-28,OBSERVATIONAL,,37,Groupe Hospitalier de la Region de Mulhouse et Sud Alsace,OTHER,Obstructive Sleep Apnea Hypopnea Syndrome,1,France
NCT05596929,"Build-up Computed Assisted History Taking, Physical Examination and Diagnosis System of Emergency Patient Through Machine Learning (II)",UNKNOWN,2022-12-12,2022-10-27,2023-03-30,INTERVENTIONAL,NA,3000,National Taiwan University Hospital,OTHER,Internal Disease,1,Taiwan
NCT05415631,Augmented Bladder Tumor Detection Using Real Time Based Artificial Intelligence,RECRUITING,2022-05-13,2022-06-13,2029-05,OBSERVATIONAL,,500,"Centre Hospitalier Universitaire, Amiens",OTHER,Bladder Cancer | Cystoscopy | Artificial Intelligence,1,France
NCT05745103,Optimizing Behavioral Healthcare Delivery Through Technology,COMPLETED,2021-09-01,2023-02-27,2023-04-30,INTERVENTIONAL,NA,46,Eleos Health,INDUSTRY,Mood Disorders | Anxiety Disorders,1,United States
NCT07616388,Machine Learning Model for Predicting Recovery After Critical Illness,COMPLETED,2026-03-15,2026-06-01,2026-04-15,OBSERVATIONAL,,2016,Hospital de Clinicas de Porto Alegre,OTHER,Funcional Status | Return to Work | Predictive Learning Models,1,Brazil
NCT06870851,Predicting Platelet Count From Viscoelastic Testing,ACTIVE_NOT_RECRUITING,2024-10-01,2025-03-11,2025-12,OBSERVATIONAL,,2500,Kepler University Hospital,OTHER,Thrombocytopenia,1,Austria
NCT07595029,Co-designing Adaptations of a Digital Mental Health Intervention (Wysa) for Adolescent Girls With Anxiety or Depression in Rural India,NOT_YET_RECRUITING,2026-05,2026-05-19,2026-11,OBSERVATIONAL,,179,Wysa,INDUSTRY,Anxiety | Depression in Adolescence | Anxiety Disorder of Adolescence,0,
NCT07157670,Cardiovascular Complications in Patients Undergoing Allogeneic Hematopoietic Stem Cell Transplantation.,NOT_YET_RECRUITING,2025-09-15,2025-09-05,2028-09-15,OBSERVATIONAL,,400,Assistance Publique - Hôpitaux de Paris,OTHER,"Cardiotoxicity | DPP3 | HSCT | Allogeneic Hematopoietic Stem Cell Transplantation | ACS - Acute Coronary Syndrome | Cardiac Dysfunction | Arrythmia, Cardiac | Pulmonary Hypertension | Machine Learning",0,
NCT07318922,Evaluation of Artificial Intelligence in Diagnosis and Risk Assessment of Oral Potentially Malignant Disorders,NOT_YET_RECRUITING,2025-12-16,2026-01-06,2026-12-20,OBSERVATIONAL,,120,Ain Shams University,OTHER,Oral Lichen Planus | Oral Leukoplakia | Traumatic Ulcer of Oral Mucosa | Erythroleukoplakia of Mouth,0,
NCT06831617,AI-based Low Dose CBCT Reconstruction for Clinical Application,NOT_YET_RECRUITING,2025-03-01,2025-02-18,2025-11-30,INTERVENTIONAL,NA,400,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,Lung Nodule,3,China
NCT04242043,Feasibility Study for Improving the Relevance of Diagnostic Proposals for an Artificial Intelligence Software in the Elderly Population.,COMPLETED,2019-12-21,2020-01-27,2020-09-22,OBSERVATIONAL,,18,"University Hospital, Limoges",OTHER,Artificial Intelligence | Geriatrics | Diagnostic Proposals Elderly,2,France
NCT04843176,Artificial Intelligence vs. LIRADS in Diagnosing HCC on CT,UNKNOWN,2021-03-19,2021-04-13,2026-06-30,INTERVENTIONAL,NA,250,The University of Hong Kong,OTHER,HCC | Liver Cancer,1,Hong Kong
NCT05441189,Precise Gene Signature for Predicting Outcomes in PDAC,COMPLETED,2021-04-19,2022-07-01,2022-06-22,OBSERVATIONAL,,70,The Fourth Affiliated Hospital of Anhui Medical University,OTHER,Stage I-II Pancreatic Ductal Adenocarcinoma (PDAC) | Precise Prognostic and Predictive Signature,1,China
NCT06904209,"Can Artificial Intelligence Reduce Consumption of Standard High Volume Bowel Preparation Regimen Among Older Population, Without Compromising the Quality of Colonoscopy? An International Multi-centre Randomized Controlled Trial.",NOT_YET_RECRUITING,2026-06-01,2025-04-01,2028-06-30,INTERVENTIONAL,NA,1824,Chinese University of Hong Kong,OTHER,Bowel Preparation Quality,1,Hong Kong
NCT06218121,Update on the Detection of Frailty in Older Adults,UNKNOWN,2024-04-20,2024-01-23,2025-06-15,OBSERVATIONAL,,500,Universidad Europea de Madrid,OTHER,Strength | Quality of Life | Functional Independence | Functionality | Pain | Sarcopenia | Anxiety | Kinesiophobia | Depression,1,Spain
NCT05718414,Artificial Intelligence for Ultrasound-Guided Peripheral Nerve and Plane Blocks,COMPLETED,2023-02-08,2023-02-08,2023-02-16,OBSERVATIONAL,,40,Gazi University,OTHER,Complication Following Peripheral Nerve Block (Diagnosis),1,Turkey (Türkiye)
NCT05477147,Re-Ablation Using a Tailored Approach Targeting EGM-Dispersion,COMPLETED,2023-03-17,2022-07-28,2025-09-30,INTERVENTIONAL,NA,96,Volta Medical,INDUSTRY,Atrial Fibrillation,19,Belgium | France | Germany | United States
NCT05865249,AI in PRImary Care Spirometry Pathways for Diagnosis of Lung Disease (APRIL),UNKNOWN,2023-06-03,2023-05-18,2024-04-01,INTERVENTIONAL,NA,63,Royal Brompton & Harefield NHS Foundation Trust,OTHER,Lung Diseases,2,United Kingdom
NCT06474338,AI Detection of Bladder Tumors Under Endoscopy,RECRUITING,2024-01-01,2024-06-25,2034-12-31,OBSERVATIONAL,,1000,Peking Union Medical College Hospital,OTHER,Bladder Tumor,1,China
NCT07078578,A Predictive Model for Postoperative Delirium in Kidney Transplant Patients,COMPLETED,2016-01-01,2025-07-22,2025-02-01,OBSERVATIONAL,,4800,Hua Zheng,OTHER,Kidney Transplantation | Delirium - Postoperative | Cognitive,0,
NCT06604078,Breast Cancer AI Imaging Study,COMPLETED,2024-09-05,2024-09-19,2025-09-01,OBSERVATIONAL,,199,University of Central Florida,OTHER,Breast Cancer | Breast Cancer Screening,1,United States
NCT06321614,Deep Learning in Classifying Bowel Obstruction Radiographs,UNKNOWN,2022-12-31,2024-03-20,2024-12-31,OBSERVATIONAL,,4500,The First Affiliated Hospital of Soochow University,OTHER,Digestive System Disease | Polyp of Colon | Bowel Disease,1,China
NCT06763952,Leveraging Artificial Intelligence to Prevent Vision Loss From Diabetes,NOT_YET_RECRUITING,2026-10-01,2025-01-08,2030-05,INTERVENTIONAL,NA,6900,"University of Wisconsin, Madison",OTHER,Diabetic Retinopathy | Diabetes Mellitus,1,United States
NCT05735938,Use of ARIA in Risk Stratification for Chest Pain Patients Presenting to Emergency Departments Suspected Acute Coronary Syndrome,TERMINATED,2022-08-18,2023-02-21,2023-01-01,OBSERVATIONAL,,76,Chinese University of Hong Kong,OTHER,Acute Coronary Syndrome,1,Hong Kong
NCT07619638,AIM-IBD: A Microbiome-Targeted Supplement in Mild-to-Moderate Ulcerative Colitis,RECRUITING,2026-06-10,2026-06-02,2027-11-30,INTERVENTIONAL,NA,162,ENBIOSIS BIOTECHNOLOGIES,INDUSTRY,Ulcerative Colitis (UC) | Inflammatory Bowel Disease (IBD) | Colitis,1,Turkey (Türkiye)
NCT03713333,Implementing Digital Health in a Learning Health System,COMPLETED,2018-10-20,2018-10-19,2020-03-20,INTERVENTIONAL,NA,374,Scripps Health,OTHER,Cardiovascular Diseases | Hypertension | Heart Failure | Atrial Fibrillation | Metabolic Syndrome | Genetic Disease,1,United States
NCT07018648,"Clinical Safety and Efficacy Testing of a Medical Device Kardi Ai, an ECG Telemetry Monitoring System",RECRUITING,2025-05-19,2025-06-12,2025-08-30,INTERVENTIONAL,NA,115,KARDI AI Technologies s.r.o.,INDUSTRY,Atrial Fibrillation (AF) | Atrial Premature Complexes | Ventricular Premature Complexes | Bradycardia | Tachycardia | Supraventricular Tachycardia | Wide QRS Tachycardia,2,Czechia
NCT06825078,Performance of Lung MRI Combined to Synthetic CT in the Follow-up of Lung Nodules,RECRUITING,2025-02-12,2025-02-13,2029-02,INTERVENTIONAL,NA,50,"University Hospital, Bordeaux",OTHER,Lung Cancer,1,France
NCT06647225,Using Artificial Intelligence to Screen for Hip Dysplasia,RECRUITING,2024-12-06,2024-10-17,2026-11,INTERVENTIONAL,NA,240,Murdoch Childrens Research Institute,OTHER,Developmental Dysplasia of Hip,1,Australia
NCT07329816,"External, Multicentre Validation of a Machine-Learning Model to Predict Colonic Adenoma in Indian Adults",NOT_YET_RECRUITING,2026-02-01,2026-01-09,2027-03-30,OBSERVATIONAL,,1000,"Asian Institute of Gastroenterology, India",OTHER,Colonoscopy,0,
NCT07541547,"Adult Disease Risk Prediction Using Wearables, Hearing, and Health Data",RECRUITING,2026-01-09,2026-04-21,2029-01,OBSERVATIONAL,,1500,"National Health Research Institutes, Taiwan",OTHER,Chronic Disease | Risk Assessment,1,Taiwan
NCT07612852,Digital Engagement for Lifelong Health,RECRUITING,2026-05-04,2026-05-29,2027-03-30,INTERVENTIONAL,NA,200,Istituto per la Ricerca e l'Innovazione Biomedica,OTHER,"Life Style, Healthy | Risk Reduction | Health Promotion",1,Italy
NCT07582653,OCTive: A New Horizon in MS Digital Solution,ENROLLING_BY_INVITATION,2026-02-01,2026-05-13,2026-05-31,OBSERVATIONAL,,10,University of Exeter,OTHER,Multiple Sclerosis,1,United Kingdom
NCT05833802,Computation Prediction of Drug Response Based on Omics Data,UNKNOWN,2023-02-15,2023-04-27,2024-09-15,OBSERVATIONAL,,25,Peking University Cancer Hospital & Institute,OTHER,Breast Cancer,1,China
NCT05566002,Artificial Intelligence-assisted Evaluation of Pulmonary HYpertension,RECRUITING,2022-06-01,2022-10-04,2025-12-31,OBSERVATIONAL,,2000,Chinese Pulmonary Vascular Disease Research Group,OTHER,Pulmonary Hypertension | Pulmonary Arterial Hypertension,1,China
NCT04899739,Intraoperative Endoscopic Ultrasound for Pancreatic Cancer,COMPLETED,2021-12-05,2021-05-24,2025-11-12,INTERVENTIONAL,NA,33,IHU Strasbourg,OTHER,Pancreatic Cancer,1,France
NCT06841653,A.I and Machine Learning Based Risk Prediction Model to Improve the Clinical Management of Endometrial Cancer.,RECRUITING,2024-06-20,2025-02-24,2026-06-20,OBSERVATIONAL,,40,Regina Elena Cancer Institute,OTHER,Endometrium Cancer,1,Italy
NCT07811245,Effect of GenAI Patient Simulation on Clinical Preparedness and Clinical Competence in Nursing Students,NOT_YET_RECRUITING,2026-09-28,2026-09-10,2028-03-31,INTERVENTIONAL,NA,44,The University of Hong Kong,OTHER,Undergraduate Nursing Students,0,
NCT03920995,Multi-center Database Registry to Study Thalamus Changes Using AI in MS,COMPLETED,2020-04-01,2019-04-19,2023-10-31,OBSERVATIONAL,,1000,University at Buffalo,OTHER,Multiple Sclerosis,1,United States
NCT06458452,Enhancing Immersion in Virtual Reality Based Advanced Life Support Training,UNKNOWN,2024-05-31,2024-06-13,2024-07-31,INTERVENTIONAL,NA,67,Acibadem University,OTHER,Advanced Cardiac Life Support | Artificial Intelligence,1,Turkey (Türkiye)
NCT07522658,Artificial Intelligence-Generated vs Academician-Developed Multiple True/False Questions in Anesthesiology Education,COMPLETED,2026-04-14,2026-04-13,2026-04-30,OBSERVATIONAL,,26,Kutahya Health Sciences University,OTHER,Medical Education | Artificial Intelligence | Assessment Methods in Medical Training,1,Turkey (Türkiye)
NCT04319055,AI-Assisted Facial Surgical Planning,COMPLETED,2009-01-01,2020-03-24,2019-07-30,OBSERVATIONAL,,17932,National Taiwan University Hospital,OTHER,Facial Plastic and Reconstructive Surgery | Periocular Diseases | Orbital Diseases | Artificial Intelligence,1,Taiwan
NCT07220304,CaRi-Heart Assessment of Risk and Evaluation of Inflammation in Coronary CT Angiography (CARE-CCTA),NOT_YET_RECRUITING,2025-12,2025-10-23,2028-07,INTERVENTIONAL,NA,15000,Corazon Medical PC,OTHER,Coronary Artery Disease | Atherosclerosis | Cardiovascular Inflammation,18,United States
NCT06603233,Microbial Dental Plaque Analysis in Young Permanent Teeth Using Deep Learning,COMPLETED,2023-06-01,2024-09-19,2023-11-01,INTERVENTIONAL,NA,31,Ankara Medipol University,OTHER,Dental Plaque (Diagnosis) | Deep Learning,1,Turkey (Türkiye)
NCT07293858,Optical Coherence Tomography: Prognostic Value and Artificial Intelligence,RECRUITING,2021-11-26,2025-12-19,2028-12-31,OBSERVATIONAL,,1000,Radboud University Medical Center,OTHER,Coronary Arterial Disease,1,Netherlands
NCT07787078,AI-Based Working Length Determination in Curved Root Canals,NOT_YET_RECRUITING,2026-09-22,2026-08-26,2026-12-22,OBSERVATIONAL,,200,Alanya Alaaddin Keykubat University,OTHER,Endodontic Working Length Determination,0,
NCT07658885,Multicenter Application Verification and Effect Evaluation of Artificial Intelligence-Based Snake Species Identification System in the Diagnosis and Treatment of Snakebites,ENROLLING_BY_INVITATION,2026-06-20,2026-06-22,2026-12-31,OBSERVATIONAL,,400,"Second Affiliated Hospital, Zhejiang University, School of Medicine",OTHER,Snake Bite,1,China
